1 37.343876 -22.719238
0 32.718459 -25.636920
1 32.146334 -0.248460
4 26.613001 -28.790397
0 32.627256 -31.841833
1 37.343876 -22.719238
0 32.718459 -25.636920
1 32.146334 -0.248460
4 26.613001 -28.790397
0 32.627256 -31.841833
0 32.001002 -16.576298
7 36.833852 -10.644292
3 41.509688 -22.893986
5 33.908107 -12.964579
3 36.076801 -14.487708
8 33.797848 -17.596796
9 29.968462 -12.420545
1 26.594418 -0.826028
3 35.751450 -21.011631
3 35.841701 -21.943774
1 28.117613 -3.711593
2 34.591050 -10.757648
0 35.425451 -26.067084
7 32.945087 -7.122888
5 33.209629 -19.410050
8 32.067235 -14.813485
6 30.994700 -27.541779
2 42.798106 -10.645924
0 27.634704 -31.080630
2 35.495394 -14.541324
3 42.717779 -17.152503
6 25.725322 -9.675573
9 29.421554 -10.696049
9 24.387530 -6.727514
7 37.033752 -17.847733
8 40.065959 -21.739105
9 27.775742 -13.106079
4 16.356460 -21.027887
9 22.541445 -10.834005
2 15.569719 -18.280802
1 32.462536 -2.764314
3 42.513570 -8.938942
1 33.557326 -3.769769
1 32.751205 -8.503620
4 18.182167 -15.395590
9 35.626558 -8.204383
1 31.038954 -0.936472
4 18.653133 -20.991116
4 25.101692 -21.256105
2 18.384680 -19.459098
6 30.622170 -9.755146
3 41.215453 -10.421493
7 38.035412 -13.760805
7 43.272680 -16.485045
4 21.094782 -17.956432
1 37.343876 -22.719238
0 32.718459 -25.636920
1 32.146334 -0.248460
4 26.613001 -28.790397
0 32.627256 -31.841833
0 32.001002 -16.576298
7 36.833852 -10.644292
3 41.509688 -22.893986
5 33.908107 -12.964579
3 36.076801 -14.487708
8 33.797848 -17.596796
9 29.968462 -12.420545
1 26.594418 -0.826028
3 35.751450 -21.011631
3 35.841701 -21.943774
1 28.117613 -3.711593
2 34.591050 -10.757648
0 35.425451 -26.067084
7 32.945087 -7.122888
5 33.209629 -19.410050
8 32.067235 -14.813485
6 30.994700 -27.541779
2 42.798106 -10.645924
0 27.634704 -31.080630
2 35.495394 -14.541324
3 42.717779 -17.152503
6 25.725322 -9.675573
9 29.421554 -10.696049
9 24.387530 -6.727514
7 37.033752 -17.847733
8 40.065959 -21.739105
9 27.775742 -13.106079
4 16.356460 -21.027887
9 22.541445 -10.834005
2 15.569719 -18.280802
1 32.462536 -2.764314
3 42.513570 -8.938942
1 33.557326 -3.769769
1 32.751205 -8.503620
4 18.182167 -15.395590
9 35.626558 -8.204383
1 31.038954 -0.936472
4 18.653133 -20.991116
4 25.101692 -21.256105
2 18.384680 -19.459098
6 30.622170 -9.755146
3 41.215453 -10.421493
7 38.035412 -13.760805
7 43.272680 -16.485045
4 21.094782 -17.956432
7 38.590146 -8.314315
5 34.776568 -21.876367
1 34.998158 -1.043903
9 29.528593 -16.746866
0 34.137847 -29.436419
2 10.946309 -15.658419
2 21.603826 -16.469148
3 38.901117 -15.940602
9 25.781299 -11.578830
1 28.242046 -2.557041
1 33.593413 -8.188833
1 28.362473 -31.116380
5 25.886702 -22.450472
0 24.171449 -34.148823
6 22.867946 -17.674372
3 38.995771 -5.306516
4 26.548361 -18.085689
8 30.035019 -21.960608
1 31.603467 -6.289881
0 34.628577 -10.188007
3 41.402710 -18.890504
9 24.166795 -5.288033
6 22.502856 -26.992025
2 43.319457 -25.099509
6 28.905931 -10.147773
4 15.393130 -29.139980
7 25.673065 -7.249936
1 29.040425 -0.627130
4 22.477122 -16.943990
1 30.541789 -5.793452
5 18.726610 -16.315555
4 16.640509 -18.326206
8 37.626594 -13.030775
9 29.943652 -6.600868
2 45.483275 -10.691943
9 31.941527 -7.419393
9 20.756704 -11.809277
8 31.617793 -20.003355
9 29.200117 -11.834619
6 20.424447 -34.973915
3 33.458441 -15.500761
6 31.035844 -19.259359
